titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto,motivo_descartado,texto_crudo_tarjeta
Hot Wheels Vehículos pack 5,Hot Wheels,5.99,47,11.30,https://www.lidl.es/assets/gcp1ec15fc2c1e244579311290f342570a8.jpg,https://www.lidl.es/p/hot-wheels-vehiculos-pack-5/p100381791#searchTrackingMasterId=Product.100381791&searchTrackingTitle=Hot%2BWheels%2BVeh%25C3%25ADculos%2Bpack%2B5&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100381791&searchTrackingOrigPos=1&searchTrackingPos=3&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.5/5 (2) 4.5 de 5 estrellas (2 valoraciones totales) Hot Wheels Hot Wheels Vehículos pack 5 PVPR: 11.50 -47% 5.99*
Pijama corto para hombre,esmara Men,4.99,16,5.94,https://www.lidl.es/assets/gcpb244a3d6b0d3486ca449153637179e4c.jpg,https://www.lidl.es/p/esmara-men-pijama-corto-para-hombre/p100390396#searchTrackingMasterId=Product.100390396&searchTrackingTitle=Pijama%2Bcorto%2Bpara%2Bhombre&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100390396&searchTrackingOrigPos=1&searchTrackingPos=4&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.7/5 (37) 4.7 de 5 estrellas (37 valoraciones totales) esmara Men Pijama corto para hombre antes: 5.99 -16% 4.99*
Philips Plancha de vapor 2000 W,PHILIPS,14.99,25,19.99,https://www.lidl.es/assets/gcp8c1f6ec3facf4dbbbcc9285ceac5dc28.jpg,https://www.lidl.es/p/philips-plancha-de-vapor-2000-w/p100361680#searchTrackingMasterId=Product.100361680&searchTrackingTitle=Philips%2BPlancha%2Bde%2Bvapor%2B2000%2BW&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100361680&searchTrackingOrigPos=1&searchTrackingPos=5&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.1/5 (95) 4.1 de 5 estrellas (95 valoraciones totales) PHILIPS Philips Plancha de vapor 2000 W PVPR: 19.99 -25% 14.99*
Tabla de equilibrio/ Pelota de gimnasia/ Set de bandas de fitness (tabla de equilibrio),CRIVIT,3.49,50,6.98,https://www.lidl.es/assets/gcp35605554d2774b27a52e993fa5d84104.jpg,https://www.lidl.es/p/crivit-tabla-de-equilibrio-pelota-de-gimnasia-set-de-bandas-de-fitness/p100384052001#searchTrackingMasterId=Product.100384052001&searchTrackingTitle=CRIVIT%2BTabla%2Bde%2Bequilibrio%252F%2BPelota%2Bde%2Bgimnasia%252F%2BSet%2Bde%2Bbandas%2Bde%2Bfitness%2B%2528tabla%2Bde%2Bequilibrio%2529&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100384052001&searchTrackingOrigPos=1&searchTrackingPos=6&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.6/5 (21) 4.6 de 5 estrellas (21 valoraciones totales) CRIVIT Tabla de equilibrio/ Pelota de gimnasia/ Set de bandas de fitness (tabla de equilibrio) antes: 6.99 -50% 3.49*
Calcetines deportivos,CRIVIT,2.49,16,2.96,https://www.lidl.es/assets/gcp10acd032a83745a082ebfef039659635.jpg,https://www.lidl.es/p/crivit-calcetines-deportivos/p100389504#searchTrackingMasterId=Product.100389504&searchTrackingTitle=Calcetines%2Bdeportivos&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100389504&searchTrackingOrigPos=1&searchTrackingPos=7&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.5/5 (13) 4.5 de 5 estrellas (13 valoraciones totales) CRIVIT Calcetines deportivos antes: 2.99 -16% 2.49*
Bloque de papel / cartulina de colores,crelando®,2.39,20,2.99,https://www.lidl.es/assets/gcpc24ba53ae3f8482f87b7ecef86ec3fd8.jpg,https://www.lidl.es/p/crelando-bloque-de-papel-cartulina-de-colores/p100389764#searchTrackingMasterId=Product.100389764&searchTrackingTitle=Bloque%2Bde%2Bpapel%2B%252F%2Bcartulina%2Bde%2Bcolores&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100389764&searchTrackingOrigPos=1&searchTrackingPos=8&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,5/5 (3) 5 de 5 estrellas (3 valoraciones totales) crelando® Bloque de papel / cartulina de colores antes: 2.99 -20% 2.39*
Camiseta técnica para hombre,CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcpd45536ec392e4d3f8265914ccfa8acc1.jpg,https://www.lidl.es/p/crivit-camiseta-tecnica-para-hombre/p100391825#searchTrackingMasterId=Product.100391825&searchTrackingTitle=Camiseta%2Bt%25C3%25A9cnica%2Bpara%2Bhombre&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100391825&searchTrackingOrigPos=1&searchTrackingPos=45&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.8/5 (36) 4.8 de 5 estrellas (36 valoraciones totales) CRIVIT Camiseta técnica para hombre antes: 3.99 -25% 2.99*
Bestway® Piscina Steel Pro Ø 366 cm,Bestway,134.99,41,228.80,https://www.lidl.es/assets/gcp8b418e1f6f414713ad31ba9a720f5ea5.jpg,https://www.lidl.es/p/bestway-piscina-steel-pro-o-366-cm/p100363729#searchTrackingMasterId=Product.100363729&searchTrackingTitle=Bestway%25C2%25AE%2BPiscina%2BSteel%2BPro%2B%25C3%2598%2B366%2Bcm&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100363729&searchTrackingOrigPos=1&searchTrackingPos=46&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4/5 (4) 4 de 5 estrellas (4 valoraciones totales) Bestway Bestway® Piscina Steel Pro Ø 366 cm PVPR: 229.95 -41% 134.99*
LEGO® Ladrillo de almacenamiento (Gris piedra medio),LEGO,19.99,39,32.77,https://www.lidl.es/assets/gcp6dc8d479f8164db8a733c9384d70df8e.jpeg,https://www.lidl.es/p/lego-ladrillo-de-almacenamiento/p100367563001#searchTrackingMasterId=Product.100367563001&searchTrackingTitle=LEGO%25C2%25AE%2BLadrillo%2Bde%2Balmacenamiento%2B%2528Gris%2Bpiedra%2Bmedio%2529&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100367563001&searchTrackingOrigPos=1&searchTrackingPos=47&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4.6/5 (23) 4.6 de 5 estrellas (23 valoraciones totales) LEGO LEGO® Ladrillo de almacenamiento (Gris piedra medio) PVPR: 32.99 -39% 19.99*
Dyson® Aspiradora infantil,Casdon,25.99,13,29.87,https://www.lidl.es/assets/gcp6fc94582da9443408bdd0e77173ca17b.jpg,https://www.lidl.es/p/casdon-dyson-aspiradora-infantil/p100368129#searchTrackingMasterId=Product.100368129&searchTrackingTitle=Dyson%25C2%25AE%2BAspiradora%2Binfantil&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100368129&searchTrackingOrigPos=1&searchTrackingPos=48&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4.2/5 (35) 4.2 de 5 estrellas (35 valoraciones totales) Casdon Dyson® Aspiradora infantil antes: 29.99 -13% 25.99*
Safety 1st Trona de madera para bebé,Safety 1st,59.99,14,69.76,https://www.lidl.es/assets/gcp71de6ca0fc9d4e7eb0c8a2183b54efc3.jpeg,https://www.lidl.es/p/safety-1st-trona-de-madera-para-bebe/p100378351#searchTrackingMasterId=Product.100378351&searchTrackingTitle=Safety%2B1st%2BTrona%2Bde%2Bmadera%2Bpara%2Bbeb%25C3%25A9&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100378351&searchTrackingOrigPos=1&searchTrackingPos=49&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.8/5 (52) 4.8 de 5 estrellas (52 valoraciones totales) Safety 1st Safety 1st Trona de madera para bebé a partir de antes: 69.99 -14% 59.99*
Philips Plancha de vapor 2000 W,PHILIPS,22.99,23,29.86,https://www.lidl.es/assets/gcpd335c73b87ba4b30884289f9829ee279.jpeg,https://www.lidl.es/p/philips-plancha-de-vapor-2000-w/p100380320#searchTrackingMasterId=Product.100380320&searchTrackingTitle=Philips%2BPlancha%2Bde%2Bvapor%2B2000%2BW&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100380320&searchTrackingOrigPos=1&searchTrackingPos=50&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.8/5 (43) 4.8 de 5 estrellas (43 valoraciones totales) PHILIPS Philips Plancha de vapor 2000 W PVPR: 29.99 -23% 22.99*
Chaqueta de esquí para mujer,CRIVIT,23.99,20,29.99,https://www.lidl.es/assets/gcp68deedbfdc674f6493e6d11f28d9ad87.jpg,https://www.lidl.es/p/crivit-chaqueta-de-esqui-para-mujer/p100381449#searchTrackingMasterId=Product.100381449&searchTrackingTitle=Chaqueta%2Bde%2Besqu%25C3%25AD%2Bpara%2Bmujer&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100381449&searchTrackingOrigPos=1&searchTrackingPos=51&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4.6/5 (150) 4.6 de 5 estrellas (150 valoraciones totales) CRIVIT Chaqueta de esquí para mujer antes: 29.99 -20% 23.99*
Playmobil Lucha por el tesoro del caballero,Playmobil,11.99,,,https://www.lidl.es/assets/gcp5ebdd67aa8db423b9be9fdf2d76cb97c.jpg,https://www.lidl.es/p/playmobil-lucha-por-el-tesoro-del-caballero/p100381624#searchTrackingMasterId=Product.100381624&searchTrackingTitle=Playmobil%2BLucha%2Bpor%2Bel%2Btesoro%2Bdel%2Bcaballero&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100381624&searchTrackingOrigPos=1&searchTrackingPos=52&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,5/5 (4) 5 de 5 estrellas (4 valoraciones totales) Playmobil Playmobil Lucha por el tesoro del caballero antes: 12.99 MÁS BARATO 11.99*
Barbacoa redonda Ø 44 cm,GRILLMEISTER,22.99,23,29.86,https://www.lidl.es/assets/gcpe7323f835b764363a6af14b1606c82c0.jpg,https://www.lidl.es/p/grillmeister-barbacoa-redonda-o-44-cm/p100385706#searchTrackingMasterId=Product.100385706&searchTrackingTitle=Barbacoa%2Bredonda%2B%25C3%2598%2B44%2Bcm&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100385706&searchTrackingOrigPos=1&searchTrackingPos=53&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,4.4/5 (34) 4.4 de 5 estrellas (34 valoraciones totales) GRILLMEISTER Barbacoa redonda Ø 44 cm antes: 29.99 -23% 22.99*
Remington Cortapelos ColourCut HC5036,REMINGTON,15.99,20,19.99,https://www.lidl.es/assets/gcpd5b7f006e6804ad3a43c2bc62a8fa247.jpg,https://www.lidl.es/p/remington-cortapelos-colourcut-hc5036/p100386071#searchTrackingMasterId=Product.100386071&searchTrackingTitle=Remington%2BCortapelos%2BColourCut%2BHC5036&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100386071&searchTrackingOrigPos=1&searchTrackingPos=54&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,5/5 (2) 5 de 5 estrellas (2 valoraciones totales) REMINGTON Remington Cortapelos ColourCut HC5036 antes: 19.99 -20% 15.99*
Maleta Trolley coral 30 L,TOPMOVE®,39.99,11,44.93,https://www.lidl.es/assets/gcpd71648a70e9542d1843b9c28d2b864c6.jpg,https://www.lidl.es/p/topmove-maleta-trolley-coral-30-l/p100387807#searchTrackingMasterId=Product.100387807&searchTrackingTitle=Maleta%2BTrolley%2Bcoral%2B30%2BL&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100387807&searchTrackingOrigPos=1&searchTrackingPos=55&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,Top valorados 4.8/5 (6) 4.8 de 5 estrellas (6 valoraciones totales) TOPMOVE® Maleta Trolley coral 30 L antes: 44.99 -11% 39.99*
Braun Centro de planchado,BRAUN,89.99,35,138.45,https://www.lidl.es/assets/gcpe95a7a41c5a34d2a85c15d427a9f4bcf.jpg,https://www.lidl.es/p/braun-centro-de-planchado/p100388028#searchTrackingMasterId=Product.100388028&searchTrackingTitle=Braun%2BCentro%2Bde%2Bplanchado&searchTrackingPageSize=48&searchTrackingPage=2&searchTrackingEvent=click&searchTrackingId=Product.100388028&searchTrackingOrigPos=1&searchTrackingPos=56&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,,BRAUN Braun Centro de planchado PVPR: 140.00 -35% 89.99*
Tognana Vajilla de porcelana de 18 piezas,Tognana,32.99,23,42.84,https://www.lidl.es/assets/gcp594ebfed74964059879fb67eb2d0832c.jpg,https://www.lidl.es/p/tognana-vajilla-de-porcelana-de-18-piezas/p100390221#searchTrackingMasterId=Product.100390221&searchTrackingTitle=Tognana%2BVajilla%2Bde%2Bporcelana%2Bde%2B18%2Bpiezas&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100390221&searchTrackingOrigPos=1&searchTrackingPos=1&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.2/5 (5) 4.2 de 5 estrellas (5 valoraciones totales) Tognana Tognana Vajilla de porcelana de 18 piezas antes: 42.99 -23% 32.99*
Safety 1st Barrera a presión Quick Close+,Safety 1st,22.99,14,26.73,https://www.lidl.es/assets/gcp90c1838e517b453bb3b5e353c4e609ea.jpeg,https://www.lidl.es/p/safety-1st-barrera-a-presion-quick-close/p100370310#searchTrackingMasterId=Product.100370310&searchTrackingTitle=Safety%2B1st%2BBarrera%2Ba%2Bpresi%25C3%25B3n%2BQuick%2BClose%252B&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100370310&searchTrackingOrigPos=1&searchTrackingPos=2&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.1/5 (88) 4.1 de 5 estrellas (88 valoraciones totales) Safety 1st Safety 1st Barrera a presión Quick Close+ antes: 26.99 -14% 22.99*
Hot Wheels Vehículos pack 5,Hot Wheels,5.99,47,11.30,https://www.lidl.es/assets/gcp1ec15fc2c1e244579311290f342570a8.jpg,https://www.lidl.es/p/hot-wheels-vehiculos-pack-5/p100381791#searchTrackingMasterId=Product.100381791&searchTrackingTitle=Hot%2BWheels%2BVeh%25C3%25ADculos%2Bpack%2B5&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100381791&searchTrackingOrigPos=1&searchTrackingPos=3&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.5/5 (2) 4.5 de 5 estrellas (2 valoraciones totales) Hot Wheels Hot Wheels Vehículos pack 5 PVPR: 11.50 -47% 5.99*
Pijama corto para hombre,esmara Men,4.99,16,5.94,https://www.lidl.es/assets/gcpb244a3d6b0d3486ca449153637179e4c.jpg,https://www.lidl.es/p/esmara-men-pijama-corto-para-hombre/p100390396#searchTrackingMasterId=Product.100390396&searchTrackingTitle=Pijama%2Bcorto%2Bpara%2Bhombre&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100390396&searchTrackingOrigPos=1&searchTrackingPos=4&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.7/5 (37) 4.7 de 5 estrellas (37 valoraciones totales) esmara Men Pijama corto para hombre antes: 5.99 -16% 4.99*
Philips Plancha de vapor 2000 W,PHILIPS,14.99,25,19.99,https://www.lidl.es/assets/gcp8c1f6ec3facf4dbbbcc9285ceac5dc28.jpg,https://www.lidl.es/p/philips-plancha-de-vapor-2000-w/p100361680#searchTrackingMasterId=Product.100361680&searchTrackingTitle=Philips%2BPlancha%2Bde%2Bvapor%2B2000%2BW&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100361680&searchTrackingOrigPos=1&searchTrackingPos=5&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.1/5 (95) 4.1 de 5 estrellas (95 valoraciones totales) PHILIPS Philips Plancha de vapor 2000 W PVPR: 19.99 -25% 14.99*
Tabla de equilibrio/ Pelota de gimnasia/ Set de bandas de fitness (tabla de equilibrio),CRIVIT,3.49,50,6.98,https://www.lidl.es/assets/gcp35605554d2774b27a52e993fa5d84104.jpg,https://www.lidl.es/p/crivit-tabla-de-equilibrio-pelota-de-gimnasia-set-de-bandas-de-fitness/p100384052001#searchTrackingMasterId=Product.100384052001&searchTrackingTitle=CRIVIT%2BTabla%2Bde%2Bequilibrio%252F%2BPelota%2Bde%2Bgimnasia%252F%2BSet%2Bde%2Bbandas%2Bde%2Bfitness%2B%2528tabla%2Bde%2Bequilibrio%2529&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100384052001&searchTrackingOrigPos=1&searchTrackingPos=6&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.6/5 (21) 4.6 de 5 estrellas (21 valoraciones totales) CRIVIT Tabla de equilibrio/ Pelota de gimnasia/ Set de bandas de fitness (tabla de equilibrio) antes: 6.99 -50% 3.49*
Calcetines deportivos,CRIVIT,2.49,16,2.96,https://www.lidl.es/assets/gcp10acd032a83745a082ebfef039659635.jpg,https://www.lidl.es/p/crivit-calcetines-deportivos/p100389504#searchTrackingMasterId=Product.100389504&searchTrackingTitle=Calcetines%2Bdeportivos&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100389504&searchTrackingOrigPos=1&searchTrackingPos=7&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,4.5/5 (13) 4.5 de 5 estrellas (13 valoraciones totales) CRIVIT Calcetines deportivos antes: 2.99 -16% 2.49*
Bloque de papel / cartulina de colores,crelando®,2.39,20,2.99,https://www.lidl.es/assets/gcpc24ba53ae3f8482f87b7ecef86ec3fd8.jpg,https://www.lidl.es/p/crelando-bloque-de-papel-cartulina-de-colores/p100389764#searchTrackingMasterId=Product.100389764&searchTrackingTitle=Bloque%2Bde%2Bpapel%2B%252F%2Bcartulina%2Bde%2Bcolores&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100389764&searchTrackingOrigPos=1&searchTrackingPos=8&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,5/5 (3) 5 de 5 estrellas (3 valoraciones totales) crelando® Bloque de papel / cartulina de colores antes: 2.99 -20% 2.39*
Camiseta técnica para hombre,CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcpd45536ec392e4d3f8265914ccfa8acc1.jpg,https://www.lidl.es/p/crivit-camiseta-tecnica-para-hombre/p100391825#searchTrackingMasterId=Product.100391825&searchTrackingTitle=Camiseta%2Bt%25C3%25A9cnica%2Bpara%2Bhombre&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100391825&searchTrackingOrigPos=1&searchTrackingPos=45&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search,duplicado,Top valorados 4.8/5 (36) 4.8 de 5 estrellas (36 valoraciones totales) CRIVIT Camiseta técnica para hombre antes: 3.99 -25% 2.99*
