id,titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto
1,Tognana Vajilla de porcelana de 18 piezas,Tognana,32.99,23,42.99,https://www.lidl.es/assets/gcp594ebfed74964059879fb67eb2d0832c.jpg,https://www.lidl.es/p/tognana-vajilla-de-porcelana-de-18-piezas/p100390221#searchTrackingMasterId=Product.100390221&searchTrackingTitle=Tognana%2BVajilla%2Bde%2Bporcelana%2Bde%2B18%2Bpiezas&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100390221&searchTrackingOrigPos=1&searchTrackingPos=1&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
2,Safety 1st Barrera a presión Quick Close+,Safety 1st,22.99,14,26.99,https://www.lidl.es/assets/gcp90c1838e517b453bb3b5e353c4e609ea.jpeg,https://www.lidl.es/p/safety-1st-barrera-a-presion-quick-close/p100370310#searchTrackingMasterId=Product.100370310&searchTrackingTitle=Safety%2B1st%2BBarrera%2Ba%2Bpresi%25C3%25B3n%2BQuick%2BClose%252B&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100370310&searchTrackingOrigPos=1&searchTrackingPos=2&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
3,Hot Wheels Vehículos pack 5,Hot Wheels,5.99,47,,https://www.lidl.es/assets/gcp1ec15fc2c1e244579311290f342570a8.jpg,https://www.lidl.es/p/hot-wheels-vehiculos-pack-5/p100381791#searchTrackingMasterId=Product.100381791&searchTrackingTitle=Hot%2BWheels%2BVeh%25C3%25ADculos%2Bpack%2B5&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100381791&searchTrackingOrigPos=1&searchTrackingPos=3&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
4,esmara Men Pijama corto para hombre,esmara Men,4.99,16,5.99,https://www.lidl.es/assets/gcpb244a3d6b0d3486ca449153637179e4c.jpg,https://www.lidl.es/p/esmara-men-pijama-corto-para-hombre/p100390396#searchTrackingMasterId=Product.100390396&searchTrackingTitle=Pijama%2Bcorto%2Bpara%2Bhombre&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100390396&searchTrackingOrigPos=1&searchTrackingPos=4&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
5,Philips Plancha de vapor 2000 W,PHILIPS,14.99,25,,https://www.lidl.es/assets/gcp8c1f6ec3facf4dbbbcc9285ceac5dc28.jpg,https://www.lidl.es/p/philips-plancha-de-vapor-2000-w/p100361680#searchTrackingMasterId=Product.100361680&searchTrackingTitle=Philips%2BPlancha%2Bde%2Bvapor%2B2000%2BW&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100361680&searchTrackingOrigPos=1&searchTrackingPos=5&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
6,CRIVIT Tabla de equilibrio/ Pelota de gimnasia/ Set de bandas de fitness (tabla de equilibrio),CRIVIT,3.49,50,6.99,https://www.lidl.es/assets/gcp35605554d2774b27a52e993fa5d84104.jpg,https://www.lidl.es/p/crivit-tabla-de-equilibrio-pelota-de-gimnasia-set-de-bandas-de-fitness/p100384052001#searchTrackingMasterId=Product.100384052001&searchTrackingTitle=CRIVIT%2BTabla%2Bde%2Bequilibrio%252F%2BPelota%2Bde%2Bgimnasia%252F%2BSet%2Bde%2Bbandas%2Bde%2Bfitness%2B%2528tabla%2Bde%2Bequilibrio%2529&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100384052001&searchTrackingOrigPos=1&searchTrackingPos=6&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
7,CRIVIT Calcetines deportivos,CRIVIT,2.49,16,2.99,https://www.lidl.es/assets/gcp10acd032a83745a082ebfef039659635.jpg,https://www.lidl.es/p/crivit-calcetines-deportivos/p100389504#searchTrackingMasterId=Product.100389504&searchTrackingTitle=Calcetines%2Bdeportivos&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100389504&searchTrackingOrigPos=1&searchTrackingPos=7&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
8,crelando® Bloque de papel / cartulina de colores,crelando®,2.39,20,2.99,https://www.lidl.es/assets/gcpc24ba53ae3f8482f87b7ecef86ec3fd8.jpg,https://www.lidl.es/p/crelando-bloque-de-papel-cartulina-de-colores/p100389764#searchTrackingMasterId=Product.100389764&searchTrackingTitle=Bloque%2Bde%2Bpapel%2B%252F%2Bcartulina%2Bde%2Bcolores&searchTrackingPageSize=48&searchTrackingPage=1&searchTrackingEvent=click&searchTrackingId=Product.100389764&searchTrackingOrigPos=1&searchTrackingPos=8&searchTrackingOrigPageSize=48&searchTrackingChannel=ES&list=search
9,esmara® Camiseta larga para mujer,esmara®,2.99,25,3.99,https://www.lidl.es/assets/gcp14d77e54e1c148029d03fee4edec6efa.jpg,https://www.lidl.es/p/esmara-camiseta-larga-para-mujer/p100390189
10,TRONIC® Pack de pilas de botón 12 tipos 48 unidades,TRONIC®,3.99,20,4.99,https://www.lidl.es/assets/gcp7e68c00a4de64fbbac28a4c8c15e4e8c.png,https://www.lidl.es/p/tronic-pack-de-pilas-de-boton-12-tipos-48-unidades/p100391633
11,PARKSIDE® Herramientas de medición,PARKSIDE®,1.59,20,1.99,https://www.lidl.es/assets/gcpf4598e8c14e8415cad339961ea8a1811.png,https://www.lidl.es/p/parkside-herramientas-de-medicion/p100391841
12,sensiplast® Muñequera,sensiplast®,2.99,25,3.99,https://www.lidl.es/assets/gcp6f8f45c3e5454055a74cfffa1825e1c1.jpg,https://www.lidl.es/p/sensiplast-munequera/p100392294
13,Funko POP Figura,Funko,7.99,50,16.00,https://www.lidl.es/assets/gcpe98b74706b9a4cf6b936e0c779ca3c8b.jpg,https://www.lidl.es/p/funko-pop-figura/p100381734
14,esmara® Pijama para mujer,esmara®,5.99,25,7.99,https://www.lidl.es/assets/gcp945ada1fb5b9416fb9a996bbb085e0e7.png,https://www.lidl.es/p/esmara-pijama-para-mujer/p100392413
15,LIVARNO home Guirnalda de luces LED (Estrella blanca cálida),LIVARNO home,3.99,60,9.99,https://www.lidl.es/assets/gcp1103522d7deb4922b1cd92c38b5a9305.jpg,https://www.lidl.es/p/livarno-home-guirnalda-de-luces-led/p100367394003
16,Mistral® Sandalias para mujer,Mistral,2.49,37,3.99,https://www.lidl.es/assets/gcp46ea9a73f44c4f25856fef352cb95909.jpg,https://www.lidl.es/p/mistral-sandalias-para-mujer/p100374665
17,pepperts!® Pantalón de chándal júnior,pepperts!®,2.49,16,2.99,https://www.lidl.es/assets/gcp9d61e8d0615f45648428f648c423bada.jpg,https://www.lidl.es/p/pepperts-pantalon-de-chandal-junior/p100379723
18,"CRIVIT Camiseta técnica para hombre (negro, M (48/50))",CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcp166e49b7a0f845d4b7feacac14a36a2f.jpg,https://www.lidl.es/p/crivit-camiseta-tecnica-para-hombre/p100388492002
19,CRIVIT Camiseta técnica para mujer,CRIVIT,3.99,20,4.99,https://www.lidl.es/assets/gcp48bc025a67d34ed2b0b68eae352cfd07.jpg,https://www.lidl.es/p/crivit-camiseta-tecnica-para-mujer/p100389048
20,esmara® Blusa para mujer,esmara®,3.49,30,4.99,https://www.lidl.es/assets/gcpcdcc809e8a39420887787ee9b46dccc5.jpg,https://www.lidl.es/p/esmara-blusa-para-mujer/p100391236
21,zoofari® Collar para perro con correa / correa de adiestramiento (Collar S y correa para perro),zoofari®,2.49,44,4.49,https://www.lidl.es/assets/gcpd47912cd24da4b63a2d669ac5202a32b.jpg,https://www.lidl.es/p/zoofari-collar-para-perro-con-correa-correa-de-adiestramiento/p100392150001
22,Nintendo Super Mario Brothers® Peluche,Nintendo,7.99,27,10.99,https://www.lidl.es/assets/gcp219534c9ab7a45f88f2be4da4e96d73f.jpeg,https://www.lidl.es/p/nintendo-super-mario-brothers-peluche/p100368947
23,LIVERGY® LIDL Deportivas para hombre,LIVERGY®,8.99,30,12.99,https://www.lidl.es/assets/gcpfce7cbad66ba4f00b6639f6dedbd8ba1.jpg,https://www.lidl.es/p/livergy-lidl-deportivas-para-hombre/p100376490
24,CRIVIT Mallas técnicas para mujer,CRIVIT,4.89,30,6.99,https://www.lidl.es/assets/gcp8a9f516dc2234d9fa1bef782059634b3.jpg,https://www.lidl.es/p/crivit-mallas-tecnicas-para-mujer/p100383541
25,esmara® Vestido premamá,esmara®,7.99,20,9.99,https://www.lidl.es/assets/gcp4246fc628ee14f55bb8641fc3ede66cd.jpg,https://www.lidl.es/p/esmara-vestido-premama/p100388378
26,LIVARNO home Cubrevitrocerámicas de vidrio,LIVARNO home,4.49,18,5.49,https://www.lidl.es/assets/gcp6c5d316857fe4ea29e67e41700993aee.jpg,https://www.lidl.es/p/livarno-home-cubrevitroceramicas-de-vidrio/p100389324
27,CRIVIT Chaqueta técnica para mujer,CRIVIT,8.99,18,10.99,https://www.lidl.es/assets/gcp400161e749b048e19486544771641597.jpg,https://www.lidl.es/p/crivit-chaqueta-tecnica-para-mujer/p100389588
28,esmara® Vestido de verano para mujer,esmara®,5.49,21,6.99,https://www.lidl.es/assets/gcp5f63e0f5645646a1b32d972578b476ec.jpg,https://www.lidl.es/p/esmara-vestido-de-verano-para-mujer/p100389884
29,esmara® Vestido de efecto cruzado para mujer azul,esmara®,7.99,20,9.99,https://www.lidl.es/assets/gcp72b6d6e73698482f8e54d2bd0c73b5e3.jpg,https://www.lidl.es/p/esmara-vestido-de-efecto-cruzado-para-mujer-azul/p100390246
30,esmara® Falda midi para mujer,esmara®,6.49,18,7.99,https://www.lidl.es/assets/gcpaad57b6df19e4dafb7f81f74f59cd578.jpg,https://www.lidl.es/p/esmara-falda-midi-para-mujer/p100390252
31,esmara® Vestido para mujer,esmara®,5.49,15,6.49,https://www.lidl.es/assets/gcpfde0078826f04e92b8cd8e1ceef95775.png,https://www.lidl.es/p/esmara-vestido-para-mujer/p100390502
32,esmara Men Bermudas cargo para hombre,esmara Men,7.99,20,9.99,https://www.lidl.es/assets/gcp273882f4ce9846d6bec22333feccfed5.jpg,https://www.lidl.es/p/esmara-men-bermudas-cargo-para-hombre/p100390557
33,esmara® Camisa oversize para mujer,esmara®,5.49,21,6.99,https://www.lidl.es/assets/gcpe8913fd0d22745d8be7afff0fb55a89e.jpg,https://www.lidl.es/p/esmara-camisa-oversize-para-mujer/p100391103
34,esmara® Calcetines júnior pack 10,esmara®,4.49,25,5.99,https://www.lidl.es/assets/gcp1487b27572454f91a05a422062b29f37.png,https://www.lidl.es/p/esmara-calcetines-junior-pack-10/p100391361
35,esmara® Pantalón vaquero corto para mujer,esmara®,2.49,37,3.99,https://www.lidl.es/assets/gcp7ff1227515174ae28a260d990996ae2d.jpeg,https://www.lidl.es/p/esmara-pantalon-vaquero-corto-para-mujer/p100374659
36,esmara® Camiseta para mujer,esmara®,3.49,30,4.99,https://www.lidl.es/assets/gcp92363737760b4de6a2f94b4d8707a686.jpg,https://www.lidl.es/p/esmara-camiseta-para-mujer/p100386971
37,CRIVIT LIDL TREK - Camiseta técnica para mujer,CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcp8d7a3e81e97d43748d5f7c74971cfb65.jpg,https://www.lidl.es/p/crivit-lidl-trek-camiseta-tecnica-para-mujer/p100389376
38,CRIVIT Pantalón corto de chándal para mujer,CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcp00e5e11ecabd4fbe94e7cf2add530609.jpg,https://www.lidl.es/p/crivit-pantalon-corto-de-chandal-para-mujer/p100389619
39,CRIVIT Calcetines tobilleros para mujer,CRIVIT,1.99,20,2.49,https://www.lidl.es/assets/gcp38d04934766349baacf2943c3ad17ef0.jpg,https://www.lidl.es/p/crivit-calcetines-tobilleros-para-mujer/p100389704
40,esmara® Leggins pirata para mujer para tallas grandes,esmara®,3.49,30,4.99,https://www.lidl.es/assets/gcp5fdbeab6db5e4aa99b7d3d669ecd279c.jpg,https://www.lidl.es/p/esmara-leggins-pirata-para-mujer-para-tallas-grandes/p100389803
41,SILVERCREST® Set de batidora mini,SILVERCREST®,3.99,20,4.99,https://www.lidl.es/assets/gcp3db1b87608d44f6581cb86c2e959970f.png,https://www.lidl.es/p/silvercrest-set-de-batidora-mini/p100391020
42,CRIVIT Camiseta técnica para hombre,CRIVIT,2.99,25,3.99,https://www.lidl.es/assets/gcpd45536ec392e4d3f8265914ccfa8acc1.jpg,https://www.lidl.es/p/crivit-camiseta-tecnica-para-hombre/p100391825
43,Bestway® Piscina Steel Pro Ø 366 cm,Bestway,134.99,41,189.99,https://www.lidl.es/assets/gcp8b418e1f6f414713ad31ba9a720f5ea5.jpg,https://www.lidl.es/p/bestway-piscina-steel-pro-o-366-cm/p100363729
44,Casdon Dyson® Aspiradora infantil,Casdon,25.99,13,29.99,https://www.lidl.es/assets/gcp6fc94582da9443408bdd0e77173ca17b.jpg,https://www.lidl.es/p/casdon-dyson-aspiradora-infantil/p100368129
45,Safety 1st Trona de madera para bebé,Safety 1st,59.99,14,69.99,https://www.lidl.es/assets/gcp71de6ca0fc9d4e7eb0c8a2183b54efc3.jpeg,https://www.lidl.es/p/safety-1st-trona-de-madera-para-bebe/p100378351
46,CRIVIT Chaqueta de esquí para mujer,CRIVIT,23.99,20,29.99,https://www.lidl.es/assets/gcp68deedbfdc674f6493e6d11f28d9ad87.jpg,https://www.lidl.es/p/crivit-chaqueta-de-esqui-para-mujer/p100381449
47,Playmobil Lucha por el tesoro del caballero,Playmobil,11.99,7,12.99,https://www.lidl.es/assets/gcp5ebdd67aa8db423b9be9fdf2d76cb97c.jpg,https://www.lidl.es/p/playmobil-lucha-por-el-tesoro-del-caballero/p100381624
48,GRILLMEISTER Barbacoa redonda Ø 44 cm,GRILLMEISTER,22.99,23,29.99,https://www.lidl.es/assets/gcpe7323f835b764363a6af14b1606c82c0.jpg,https://www.lidl.es/p/grillmeister-barbacoa-redonda-o-44-cm/p100385706
49,Remington Cortapelos ColourCut HC5036,REMINGTON,15.99,20,19.99,https://www.lidl.es/assets/gcpd5b7f006e6804ad3a43c2bc62a8fa247.jpg,https://www.lidl.es/p/remington-cortapelos-colourcut-hc5036/p100386071
50,TOPMOVE® Maleta Trolley coral 30 L,TOPMOVE®,39.99,11,44.99,https://www.lidl.es/assets/gcpd71648a70e9542d1843b9c28d2b864c6.jpg,https://www.lidl.es/p/topmove-maleta-trolley-coral-30-l/p100387807
51,Braun Centro de planchado,BRAUN,89.99,35,140.00,https://www.lidl.es/assets/gcpe95a7a41c5a34d2a85c15d427a9f4bcf.jpg,https://www.lidl.es/p/braun-centro-de-planchado/p100388028
52,Champion Sudadera para mujer,Champion,14.99,72,54.95,https://www.lidl.es/assets/gcpfad5bbd01f714c4a8e55767068a5e37d.jpg,https://www.lidl.es/p/champion-sudadera-para-mujer/p100388411
53,LIVARNO home Mesa de jardín de aluminio Miami,LIVARNO home,116.99,24,154.99,https://www.lidl.es/assets/gcpd9e793a958cf43178fc30a9fb65d4160.jpg,https://www.lidl.es/p/livarno-home-mesa-de-jardin-de-aluminio-miami/p100388873
54,CRIVIT Mochila de senderismo 30 L,CRIVIT,14.99,11,16.99,https://www.lidl.es/assets/gcpfaa5e01dbeaa4241a75bd65424dbdc50.jpg,https://www.lidl.es/p/crivit-mochila-de-senderismo-30-l/p100389491
55,esmara® Vestido de manga larga para mujer,esmara®,9.99,16,11.99,https://www.lidl.es/assets/gcp8686f928da724b33806cd230b707423f.jpg,https://www.lidl.es/p/esmara-vestido-de-manga-larga-para-mujer/p100389914
56,esmara® Sandalias para mujer,esmara®,12.99,7,13.99,https://www.lidl.es/assets/gcp51aee66a8d064d1888a79847e8b51507.jpg,https://www.lidl.es/p/esmara-sandalias-para-mujer/p100391168
57,LIVARNO home Estantería,LIVARNO home,21.99,15,25.99,https://www.lidl.es/assets/gcp606dde058cee4e348781467192714c3b.png,https://www.lidl.es/p/livarno-home-estanteria/p100392116
58,Remington Gold Dust Plancha de pelo S5208,REMINGTON,17.99,60,44.99,https://www.lidl.es/assets/gcp4d4b506c94f2472097571c1cfeacd93a.png,https://www.lidl.es/p/remington-gold-dust-plancha-de-pelo-s5208/p100340425
59,Tefal® Olla a presión 6 L,Tefal,49.99,61,129.99,https://www.lidl.es/assets/gcp023ce365a140493ba163fc961338d51d.jpeg,https://www.lidl.es/p/tefal-olla-a-presion-6-l/p100345632
60,SILVERCREST® Chimenea eléctrica decorativa vertical 1800 W,SILVERCREST®,125.99,30,179.99,https://www.lidl.es/assets/gcpbaec17b6a8f940489906f156871930f2.jpg,https://www.lidl.es/p/silvercrest-chimenea-electrica-decorativa-vertical-1800-w/p100355935
61,PARKSIDE® Caja de herramientas,PARKSIDE®,209.99,30,299.99,https://www.lidl.es/assets/gcpd3c06636a29744b1867f957d5e1dfd24.jpg,https://www.lidl.es/p/parkside-caja-de-herramientas/p100360351
62,Adidas Sudadera para hombre,adidas,24.99,44,45.00,https://www.lidl.es/assets/gcp642b3a25399d40d9b968e06aa68ad7cc.jpg,https://www.lidl.es/p/adidas-sudadera-para-hombre/p100360558
63,"MISTRAL®Tabla hinchable de paddle surf infantil de doble cámara 258 x 76 x 12,5 cm",Mistral,174.99,30,249.99,https://www.lidl.es/assets/gcp1cf62d3065014b3a9638b94a7e9d1377.jpg,https://www.lidl.es/p/mistral-tabla-hinchable-de-paddle-surf-infantil-de-doble-camara-258-x-76-x-12-5-cm/p100362752
64,Ridder Taburete de ducha / Escalón / Asiento / Asidero para bañera,Ridder,24.99,58,59.95,https://www.lidl.es/assets/gcp4557b84bafcb48fca949cd98a9b4ba85.jpg,https://www.lidl.es/p/ridder-taburete-de-ducha-escalon-asiento-asidero-para-banera/p100365012
65,Mega™ Construx Pokémon,MEGA,17.99,10,19.99,https://www.lidl.es/assets/gcp5c041780a2674c97936c908174f45b9b.jpeg,https://www.lidl.es/p/mega-construx-pokemon/p100368301
66,TEFAL OptiGrill GC7P08,Tefal,89.99,30,129.99,https://www.lidl.es/assets/gcpf1a4ecbf69fb484fba91dae9e3f6c9ed.jpeg,https://www.lidl.es/p/tefal-optigrill-gc7p08/p100368662
67,VITALmaxx Quitadurezas,VitalMaxx,8.99,55,19.99,https://www.lidl.es/assets/gcp501e445ebef24e14a2278feba8d67c77.jpeg,https://www.lidl.es/p/vitalmaxx-quitadurezas/p100371244
68,Casdon Cafetera barista de juguete DeLonghi,Casdon,26.99,10,29.99,https://www.lidl.es/assets/gcp4a939a2003a64c28a5e554594116d15c.jpg,https://www.lidl.es/p/casdon-cafetera-barista-de-juguete-delonghi/p100381133
69,CRIVIT Chaqueta de esquí para hombre,CRIVIT,23.99,20,29.99,https://www.lidl.es/assets/gcpf127d109a3b842d580b01c0b929e0b20.jpg,https://www.lidl.es/p/crivit-chaqueta-de-esqui-para-hombre/p100381285
70,Playtive Juguete de motricidad de madera estilo Montessori,Playtive,6.99,22,8.99,https://www.lidl.es/assets/gcp67140c0f09864a22bda785e9b29503db.jpg,https://www.lidl.es/p/playtive-juguete-de-motricidad-de-madera-estilo-montessori/p100381476
71,Remington Afeitadora de cabeza RX5 Ultimate,REMINGTON,34.99,68,109.99,https://www.lidl.es/assets/gcp2fdc7b59c95b4731b27ed531c1572a70.jpg,https://www.lidl.es/p/remington-afeitadora-de-cabeza-rx5-ultimate/p100385350
72,Tambu Toldo multifuncional para coche,TAMBU,74.99,25,99.99,https://www.lidl.es/assets/gcp10dbb40bf65f475d8dd2fcabe89c7875.jpg,https://www.lidl.es/p/tambu-toldo-multifuncional-para-coche/p100385384
73,esmara® Vestido camisero vaquero para mujer,esmara®,9.99,16,11.99,https://www.lidl.es/assets/gcp756542647ec04250a892f4878ef2023f.jpg,https://www.lidl.es/p/esmara-vestido-camisero-vaquero-para-mujer/p100385571
74,esmara® Vestido camisero para mujer,esmara®,9.99,23,12.99,https://www.lidl.es/assets/gcp2ceb4d1b66fe4e63b2dfc18f741a5265.jpg,https://www.lidl.es/p/esmara-vestido-camisero-para-mujer/p100385704
75,LIVARNO home Farol/ Set de farolillos de madera y bambú (farol de madera/set de 2),LIVARNO home,7.99,20,9.99,https://www.lidl.es/assets/gcp6421dae626fe4c9eba11863b6b160273.jpg,https://www.lidl.es/p/livarno-home-farol-set-de-farolillos-de-madera-y-bambu/p100385748001
76,esmara® Camiseta sin mangas para mujer,esmara®,4.99,28,6.99,https://www.lidl.es/assets/gcpdcd302a2c938430abf44310a46e1c04d.jpg,https://www.lidl.es/p/esmara-camiseta-sin-mangas-para-mujer/p100385805
77,GRILLMEISTER Barbacoa de hierro fundido,GRILLMEISTER,27.99,20,34.99,https://www.lidl.es/assets/gcpf525e2898184496bb24e84165b5ee99a.jpg,https://www.lidl.es/p/grillmeister-barbacoa-de-hierro-fundido/p100386412
78,PARKSIDE PERFORMANCE® Chaleco softshell de seguridad para hombre (XL (56/58)),PARKSIDE PERFORMANCE®,15.99,11,17.99,https://www.lidl.es/assets/gcpdb2baa978b7d417ab6cd529caa695cef.jpg,https://www.lidl.es/p/parkside-performance-chaleco-softshell-de-seguridad-para-hombre/p100387425004
79,SILVERCREST® KITCHEN TOOLS Placa de inducción portátil 2200 W,SILVERCREST® KITCHEN TOOLS,31.99,8,34.99,https://www.lidl.es/assets/gcp15954f95600c4c98851c11d5a2a6ba39.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-placa-de-induccion-portatil-2200-w/p100387427
80,"CRIVIT Bicicleta eléctrica «Classic», 27,5 pulgadas",CRIVIT,764.99,10,849.99,https://www.lidl.es/assets/gcp27d72cbd51da488d943795be74d22599.jpg,https://www.lidl.es/p/crivit-bicicleta-electrica-classic-27-5-pulgadas/p100388014
81,CRIVIT Tienda de campaña familiar,CRIVIT,159.99,20,199.99,https://www.lidl.es/assets/gcp459c6b1122924b8db2f3ad85ab7bdc8a.jpg,https://www.lidl.es/p/crivit-tienda-de-campana-familiar/p100388184
82,Champion Mallas para mujer,Champion,15.99,51,32.95,https://www.lidl.es/assets/gcpc51a80616b0d49dea734c8d72f3d127c.jpg,https://www.lidl.es/p/champion-mallas-para-mujer/p100388265
83,CRIVIT Pantalón corto técnico premium para mujer,CRIVIT,5.99,25,7.99,https://www.lidl.es/assets/gcp657ed63e7d35480c8216187ca72cf816.jpg,https://www.lidl.es/p/crivit-pantalon-corto-tecnico-premium-para-mujer/p100388312
84,CRIVIT Saco para dormir (gris),CRIVIT,9.99,16,11.99,https://www.lidl.es/assets/gcpe949fcec3745454d900e36d928b04c52.jpg,https://www.lidl.es/p/crivit-saco-para-dormir/p100388588001
85,SILVERCREST® KITCHEN TOOLS Batidora de brazo de diseño de madera,SILVERCREST® KITCHEN TOOLS,12.99,23,16.99,https://www.lidl.es/assets/gcp7b5138b2db444d46abfe5d3231d2143c.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-batidora-de-brazo-de-diseno-de-madera/p100388646
86,LIVARNO® Sillas de aluminio Miami,LIVARNO®,89.99,30,129.99,https://www.lidl.es/assets/gcp05325f1c9dde47a89678ebb89538dddd.jpg,https://www.lidl.es/p/livarno-sillas-de-aluminio-miami/p100388969
87,esmara® Camiseta de lino,esmara®,11.99,20,14.99,https://www.lidl.es/assets/gcpa8a3c1c5591041858ebd9efbfeaf008a.jpg,https://www.lidl.es/p/esmara-camiseta-de-lino/p100389365
88,LIVARNO home Armario lateral de baño Palermo,LIVARNO home,47.99,20,59.99,https://www.lidl.es/assets/gcp6a4552fcc3ce45bab5428299be114aab.jpg,https://www.lidl.es/p/livarno-home-armario-lateral-de-bano-palermo/p100389374
89,Delonghi Cafetera auténtica 1450 W,Delonghi,369.99,32,549.00,https://www.lidl.es/assets/gcp04824ff05e4b464fb3cb5ce9dd380ab2.jpg,https://www.lidl.es/p/delonghi-cafetera-autentica-1450-w/p100389604
90,esmara® Vestido de crochet para mujer,esmara®,9.99,23,12.99,https://www.lidl.es/assets/gcpc9dae4a5cc8041a599698e0c835d3bba.jpg,https://www.lidl.es/p/esmara-vestido-de-crochet-para-mujer/p100389885
91,Ravensburger® Puzle 3D,Ravensburger,11.99,24,15.95,https://www.lidl.es/assets/gcp49c527fb9c1c45beb84537a3570ba3ba.jpg,https://www.lidl.es/p/ravensburger-puzle-3d/p100390068
92,esmara Men Polo de manga corta para hombre,esmara Men,5.99,14,6.99,https://www.lidl.es/assets/gcp415094c7abaf4200a182179702a639de.jpg,https://www.lidl.es/p/esmara-men-polo-de-manga-corta-para-hombre/p100390598
93,esmara® Pantalón corto de lino para mujer,esmara®,5.99,14,6.99,https://www.lidl.es/assets/gcp5d5e5d35416b4013a247c2f77f069abc.jpg,https://www.lidl.es/p/esmara-pantalon-corto-de-lino-para-mujer/p100390731
94,esmara® Blazer para mujer,esmara®,13.99,26,18.99,https://www.lidl.es/assets/gcpc97705ab096e452b88bad17189f4e19f.jpg,https://www.lidl.es/p/esmara-blazer-para-mujer/p100391258
95,zoofari® Cama para perros autocalentable y autoenfriable,zoofari®,16.99,22,21.99,https://www.lidl.es/assets/gcpba9ca3da20ec4b42aefecd99d17bf8fc.jpg,https://www.lidl.es/p/zoofari-cama-para-perros-autocalentable-y-autoenfriable/p100391553
96,CRIVIT Chaleco técnico para mujer,CRIVIT,7.99,20,9.99,https://www.lidl.es/assets/gcp3e30d0ed65114bef890bfc515157a0d3.jpg,https://www.lidl.es/p/crivit-chaleco-tecnico-para-mujer/p100391842
97,Bebeconfort Set de cuidado para bebés 5 piezas,bebeconfort,11.99,20,14.99,https://www.lidl.es/assets/gcpbfe75660cbc24b76a51ef8104183c704.png,https://www.lidl.es/p/bebeconfort-set-de-cuidado-para-bebes-5-piezas/p100392179
98,HABAU Estantería de jardín,HABAU,152.99,38,169.99,https://www.lidl.es/assets/f11b359c5bfac432f8c5e94b41242863.jpeg,https://www.lidl.es/p/habau-estanteria-de-jardin/p100316788
99,"Ledvance Estante iluminado 6,5 W",Ledvance,9.99,69,32.99,https://www.lidl.es/assets/gcpb7f91baef8054a53b55f6145c3a0df62.jpg,https://www.lidl.es/p/ledvance-estante-iluminado-6-5-w/p100349833
100,Adidas Pantalón,adidas,24.99,44,45.00,https://www.lidl.es/assets/gcpf2628e0ff4794137b52004b86a91629e.jpeg,https://www.lidl.es/p/adidas-pantalon/p100360486
101,lupilu® Tienda de campaña tipi de madera,lupilu®,14.99,50,29.99,https://www.lidl.es/assets/gcp5858cd9b88a5430db76c52f209106f6f.jpg,https://www.lidl.es/p/lupilu-tienda-de-campana-tipi-de-madera/p100367560
102,Disney® Figura de juguete de Spidey,DISNEY,8.99,30,12.99,https://www.lidl.es/assets/gcpd97675a5df8845d6bdbeedab63fd6bda.jpeg,https://www.lidl.es/p/disney-figura-de-juguete-de-spidey/p100368270
103,Philips Estación de planchado a vapor 2400 W,PHILIPS,79.99,11,89.99,https://www.lidl.es/assets/gcp366a8908eb1649b889aea71b6e92eeec.jpeg,https://www.lidl.es/p/philips-estacion-de-planchado-a-vapor-2400-w/p100376276
104,Playtive Piezas de construcción (Piedras coloridas y naturales.),Playtive,7.99,20,9.99,https://www.lidl.es/assets/gcp856c3078a7594643823cb3096e18cee9.jpg,https://www.lidl.es/p/playtive-piezas-de-construccion/p100380070003
105,Piranha Gaming Piranha Escritorio gaming,Piranha Gaming,44.99,50,89.99,https://www.lidl.es/assets/gcp5e65c678b9eb480aad5c3cdd99fece48.jpeg,https://www.lidl.es/p/piranha-gaming-piranha-escritorio-gaming/p100380356
