id,titulo_producto,marca,precio_actual,porcentaje_descuento,precio_antiguo,url_imagen,url_producto
221,esmara® Calcetines invisibles pack 5 para mujer,esmara®,3.99,20,4.99,https://www.lidl.es/assets/gcpbefd53eee2684452ab8acfb4784ae927.png,https://www.lidl.es/p/esmara-calcetines-invisibles-pack-5-para-mujer/p100391111
222,"esmara® Camisetas júnior pack 3 (negro/azul marino/azul claro, 134/140)",esmara®,3.99,27,5.49,https://www.lidl.es/assets/gcp247620d95021469a94544d4adad3a085.jpg,https://www.lidl.es/p/esmara-camisetas-junior-pack-3/p100391497004
223,CRIVIT Camiseta técnica infantil,CRIVIT,2.49,10,2.79,https://www.lidl.es/assets/gcpc6f292c143624ebdbeaae635d3c461bd.png,https://www.lidl.es/p/crivit-camiseta-tecnica-infantil/p100391767
224,"LIVARNO home Bombillas LED 2,9 W",LIVARNO home,2.99,25,3.99,https://www.lidl.es/assets/gcp93a7207e895e480ba72e933b4a272716.png,https://www.lidl.es/p/livarno-home-bombillas-led-2-9-w/p100392256
225,PARKSIDE® Extensión de broca,PARKSIDE®,1.99,20,2.49,https://www.lidl.es/assets/gcp480873ecd10c4625962c5c8e3a4960f0.png,https://www.lidl.es/p/parkside-extension-de-broca/p100392343
226,TRONIC® Soporte para smartphone con cargador QI (blanco),TRONIC®,6.99,50,13.99,https://www.lidl.es/assets/ead7c58faca9eb0053223d1a141ddcd9.jpeg,https://www.lidl.es/p/tronic-soporte-para-smartphone-con-cargador-qi/p100336498002
227,Ridder Alfombrilla para bañera / ducha,Ridder,5.99,59,14.95,https://www.lidl.es/assets/gcp08ebf8f660e84b7cac4f1965313c9175.jpeg,https://www.lidl.es/p/ridder-alfombrilla-para-banera-ducha/p100342296
228,ERNESTO® Juego de 2 tazas de café con leche y platillo (Tazas de café negro con leche.),ERNESTO®,5.49,21,6.99,https://www.lidl.es/assets/gcp7808ce5f222248b5b6c12bb419ca9785.jpg,https://www.lidl.es/p/ernesto-juego-de-2-tazas-de-cafe-con-leche-y-platillo/p100349002003
229,Ridder Pinza de alcance / Bastón ligero (Pinza de alcance),Ridder,6.99,53,14.95,https://www.lidl.es/assets/gcp531da851182f4df598bfb3aa5bc37b35.jpeg,https://www.lidl.es/p/ridder-pinza-de-alcance-baston-ligero/p100351163001
230,LIVARNO home Lámpara LED de techo con viga curva (Vigas pendulares curvadas),LIVARNO home,15.99,60,39.99,https://www.lidl.es/assets/gcpca9d8033a7c24375a062bf632bfa9691.jpg,https://www.lidl.es/p/livarno-home-lampara-led-de-techo-con-viga-curva/p100357984002
231,LIVARNO home Cinta de LEDs 5,LIVARNO home,7.49,50,14.99,https://www.lidl.es/assets/gcp227eb114681444929d48dd2381c6dbb5.jpg,https://www.lidl.es/p/livarno-home-cinta-de-leds-5/p100358022
232,F2 Tabla hinchable de paddle surf SE de doble cámara 320 x 84 x 15 cm,F2,244.99,30,349.99,https://www.lidl.es/assets/gcp4010e1d1e9304d2083132db88836ac0a.jpg,https://www.lidl.es/p/f2-tabla-hinchable-de-paddle-surf-se-de-doble-camara-320-x-84-x-15-cm/p100363180
233,"Tefal® Taza de Viaje 0,36 L",Tefal,11.99,20,14.99,https://www.lidl.es/assets/gcpb80f43cc650b4d9ab7a653d813ca28d7.jpeg,https://www.lidl.es/p/tefal-taza-de-viaje-0-36-l/p100366686
234,Carrera GO!!! Challenge Formula,Carrera GO!!!,31.99,20,39.99,https://www.lidl.es/assets/gcp0b9e14969f8d407aae1fc634820e8219.jpeg,https://www.lidl.es/p/carrera-go-challenge-formula/p100371773
235,esmara® Vestido de punto para mujer,esmara®,4.49,35,6.99,https://www.lidl.es/assets/gcp708f99f932d243d0b40bd925ccc1b4de.jpeg,https://www.lidl.es/p/esmara-vestido-de-punto-para-mujer/p100378337
236,Casdon Dyson Aspirador de juguete,Casdon,15.99,54,21.99,https://www.lidl.es/assets/gcpd0bbd41761f844e9898154034b8c4022.jpg,https://www.lidl.es/p/casdon-dyson-aspirador-de-juguete/p100381107
237,Karlie Karllie Manta térmica,Karlie,8.99,40,14.99,https://www.lidl.es/assets/gcpfb787d36858e40008a7da4052815eea0.jpg,https://www.lidl.es/p/karlie-karllie-manta-termica/p100382165
238,Philips Estación de planchado a vapor 1200 W,PHILIPS,89.99,10,99.99,https://www.lidl.es/assets/gcp59fe93fd809b4a5d86932f4ee445c901.jpg,https://www.lidl.es/p/philips-estacion-de-planchado-a-vapor-1200-w/p100382615
239,esmara® Joyero con cajón extraíble / compartimento (rojo/negro),esmara®,6.49,50,12.99,https://www.lidl.es/assets/gcpe2a883682126459aa8141761c7ee8fdd.jpg,https://www.lidl.es/p/esmara-joyero-con-cajon-extraible-compartimento/p100382968001
240,ELO Asador cuadrado de aluminio fundido,ELO,44.99,10,49.99,https://www.lidl.es/assets/gcp6c105dd1d0cc416a96a670c4e20b6354.jpg,https://www.lidl.es/p/elo-asador-cuadrado-de-aluminio-fundido/p100383067
241,Vileda® Set de limpieza Ultramax,Vileda,24.99,47,47.29,https://www.lidl.es/assets/gcpc3c1a4a349324285a3092f2105a46ed4.jpeg,https://www.lidl.es/p/vileda-set-de-limpieza-ultramax/p100384185
242,"Wolfcraft Casquillos metálicos para taladros Ø 4, 5, 6, 8, 10 mm",Wolfcraft,9.49,20,11.99,https://www.lidl.es/assets/gcpe3c42d2123b4449fb707db76f9674eb8.jpg,https://www.lidl.es/p/wolfcraft-casquillos-metalicos-para-taladros-o-4-5-6-8-10-mm/p100384262
243,"esmara® Zapatillas deportivas para mujer (blanco y negro, 38)",esmara®,8.99,30,12.99,https://www.lidl.es/assets/gcp8dc6eec47a61491a85ebba104575891c.jpg,https://www.lidl.es/p/esmara-zapatillas-deportivas-para-mujer/p100384942002
244,lupilu® Pantalón técnico infantil,lupilu®,6.99,22,8.99,https://www.lidl.es/assets/gcpde9af5c3e8f44914875f4793ad0f8927.jpg,https://www.lidl.es/p/lupilu-pantalon-tecnico-infantil/p100384984
245,lupilu® Chaqueta técnica infantil,lupilu®,7.99,20,9.99,https://www.lidl.es/assets/gcpee29ce2c56b84c7fb8e6c28ab991c160.jpg,https://www.lidl.es/p/lupilu-chaqueta-tecnica-infantil/p100385418
246,esmara® Chaqueta vaquera para mujer,esmara®,9.99,28,13.99,https://www.lidl.es/assets/gcpd59984e9877f446fbb87b0c7c07475fa.jpg,https://www.lidl.es/p/esmara-chaqueta-vaquera-para-mujer/p100385801
247,CRIVIT Set de bádminton,CRIVIT,19.99,33,29.99,https://www.lidl.es/assets/gcp3b0e2671d0ed4e17a6c0a1d0296aa247.jpg,https://www.lidl.es/p/crivit-set-de-badminton/p100386588
248,esmara® Conjunto pijama premamá,esmara®,7.99,20,9.99,https://www.lidl.es/assets/gcpe1aeeb1dd9e1429faf2f9f1e02486b06.jpg,https://www.lidl.es/p/esmara-conjunto-pijama-premama/p100387130
249,CRIVIT Mini mesa de ping pong,CRIVIT,20.99,30,29.99,https://www.lidl.es/assets/gcp0d32444084f64228a41c57ee82303e96.jpg,https://www.lidl.es/p/crivit-mini-mesa-de-ping-pong/p100387231
250,LIVARNO home Recipientes portalimentos,LIVARNO home,4.99,16,5.99,https://www.lidl.es/assets/gcp45a4e34c0a484fdf9782dd491e371c73.jpg,https://www.lidl.es/p/livarno-home-recipientes-portalimentos/p100387326
251,SILVERCREST® KITCHEN TOOLS Heladera,SILVERCREST® KITCHEN TOOLS,12.99,27,17.99,https://www.lidl.es/assets/gcpa1efa61ec4d148c4b0bb1397077aa4e6.jpg,https://www.lidl.es/p/silvercrest-kitchen-tools-heladera/p100387524
252,SILVERCREST® Cubertería de acero inoxidable 24 piezas,SILVERCREST®,11.99,20,14.99,https://www.lidl.es/assets/gcp00ac3b172dd14e8db98d6eaed50da64b.jpg,https://www.lidl.es/p/silvercrest-cuberteria-de-acero-inoxidable-24-piezas/p100387617
253,Vileda® Funda para tabla de planchar Perfect Fit,Vileda,8.99,40,14.99,https://www.lidl.es/assets/gcpc295e7969c0a4234b61e635a648966e4.jpg,https://www.lidl.es/p/vileda-funda-para-tabla-de-planchar-perfect-fit/p100387647
254,LIVERGY® Pantalón corto de chándal para hombre,LIVERGY®,4.99,28,6.99,https://www.lidl.es/assets/gcpad20d4f0e99f475091e03b1968736970.jpg,https://www.lidl.es/p/livergy-pantalon-corto-de-chandal-para-hombre/p100388000
255,Champion Pantalones cortos deportivos para hombre,Champion,12.99,27,17.99,https://www.lidl.es/assets/gcpfa77d6d5dbec4686a4b8fdd47cfd6b96.jpg,https://www.lidl.es/p/champion-pantalones-cortos-deportivos-para-hombre/p100388188
256,esmara® Blusa de muselina premamá,esmara®,5.99,25,7.99,https://www.lidl.es/assets/gcpe8717e265441426cb233565a914b105e.jpg,https://www.lidl.es/p/esmara-blusa-de-muselina-premama/p100388326
257,"LIVERGY® Bermudas vaqueras para hombre (azul oscuro, 46)",LIVERGY®,6.99,22,8.99,https://www.lidl.es/assets/gcp29ac6976c8f74282b3455bd13bfab080.jpg,https://www.lidl.es/p/livergy-bermudas-vaqueras-para-hombre/p100388351010
258,Vileda® Sistema de fregado Spin and Clean,Vileda,27.99,35,43.59,https://www.lidl.es/assets/gcpaf5b50cf7259446d9d2adadcc0686440.jpg,https://www.lidl.es/p/vileda-sistema-de-fregado-spin-and-clean/p100388546
259,LIVARNO home Foco solar LED,LIVARNO home,12.99,13,14.99,https://www.lidl.es/assets/gcp9861eb41240d4ba991c53511ce026b39.jpg,https://www.lidl.es/p/livarno-home-foco-solar-led/p100388572
260,Copacabana by Ipanema Sandalias para mujer,Copacabana by Ipanema,9.99,60,24.99,https://www.lidl.es/assets/gcp8e1fd7e567bd48ceb8fce6890d31495a.jpg,https://www.lidl.es/p/copacabana-by-ipanema-sandalias-para-mujer/p100388779
261,Dobar Garaje para cortacésped con jardinera,dobar,54.99,8,59.99,https://www.lidl.es/assets/gcpf9fff619bb8b42be83be8a83e957db6b.jpg,https://www.lidl.es/p/dobar-garaje-para-cortacesped-con-jardinera/p100388937
262,esmara® Bolso bandolera,esmara®,6.99,12,7.99,https://www.lidl.es/assets/gcp411b6dcb38e348f7b958fb82981e2ff4.jpg,https://www.lidl.es/p/esmara-bolso-bandolera/p100389222
263,esmara® Pantalón de lino para mujer,esmara®,9.99,16,11.99,https://www.lidl.es/assets/gcp88ef3114231d4ab8ad058b08e36d4eb6.jpg,https://www.lidl.es/p/esmara-pantalon-de-lino-para-mujer/p100389348
264,esmara® Blusa abotonada para mujer,esmara®,7.99,20,9.99,https://www.lidl.es/assets/gcpef86fd0419fb49f0a9b848d1f54976e4.jpg,https://www.lidl.es/p/esmara-blusa-abotonada-para-mujer/p100389451
265,Leifheit Tendedero giratorio,LEIFHEIT,39.99,27,54.99,https://www.lidl.es/assets/gcp4e41dd9db4ee4c50899fdd0f457081d9.jpg,https://www.lidl.es/p/leifheit-tendedero-giratorio/p100389554
266,Nike PRO Camiseta para mujer,Nike,17.99,48,34.99,https://www.lidl.es/assets/gcp6e5d13cabf6d4784b117c355cefda82c.jpg,https://www.lidl.es/p/nike-pro-camiseta-para-mujer/p100389822
267,"Jamie Oliver by Tefal Tefal® Jamie Oliver Cazuela de aluminio 30 cm 5,5 L",Jamie Oliver by Tefal,44.99,19,55.99,https://www.lidl.es/assets/gcp00975ec49ede4ca6b2a1a141c4873ab8.jpg,https://www.lidl.es/p/jamie-oliver-by-tefal-tefal-jamie-oliver-cazuela-de-aluminio-30-cm-5-5-l/p100389938
268,Wenko® Caja / Escalera para té / Caja de café de bambú,Wenko,11.99,60,29.99,https://www.lidl.es/assets/gcp800ac006c2994f7e856ad59f64c51661.jpg,https://www.lidl.es/p/wenko-caja-escalera-para-te-caja-de-cafe-de-bambu/p100389953
269,esmara Men Bermudas vaqueras para hombre,esmara Men,5.99,14,6.99,https://www.lidl.es/assets/gcpbb0cee90294d4f2e95dc3b1d73bdcad3.jpg,https://www.lidl.es/p/esmara-men-bermudas-vaqueras-para-hombre/p100390567
270,SILVERCREST® Horno de alta temperatura para pizza,SILVERCREST®,59.99,14,69.99,https://www.lidl.es/assets/gcpee083832d6e0465680992c29f130ce15.jpg,https://www.lidl.es/p/silvercrest-horno-de-alta-temperatura-para-pizza/p100390965
271,SILVERCREST® Cafetera 1000 W,SILVERCREST®,15.99,20,19.99,https://www.lidl.es/assets/gcpea7aa0a84c7046ed89d8ad4b086c5f2a.jpg,https://www.lidl.es/p/silvercrest-cafetera-1000-w/p100390994
272,SILVERCREST® Tabla de cortar,SILVERCREST®,4.49,18,5.49,https://www.lidl.es/assets/gcp1ff7a771f94b43bebf572a75160a4d84.jpg,https://www.lidl.es/p/silvercrest-tabla-de-cortar/p100391016
273,SILVERCREST® Juego de platos de pizarra (Juego de posavasos de 8),SILVERCREST®,5.49,21,6.99,https://www.lidl.es/assets/gcp31e8b126cb0740a09b916a03bd3a938f.jpg,https://www.lidl.es/p/silvercrest-juego-de-platos-de-pizarra/p100391033003
274,PARKSIDE® Soporte de techo,PARKSIDE®,10.99,21,13.99,https://www.lidl.es/assets/gcpcc99573c3bda46cfaec6db37ef538510.jpg,https://www.lidl.es/p/parkside-soporte-de-techo/p100391043
275,SILVERCREST® Sartén de aluminio 28 cm (negro),SILVERCREST®,11.99,20,14.99,https://www.lidl.es/assets/gcpc0cdd1c4152a4d9a9e0b0617c00d1e77.png,https://www.lidl.es/p/silvercrest-sarten-de-aluminio-28-cm/p100391141001
276,PARKSIDE® Atornilladora taladradora recargable 20 V,PARKSIDE®,14.99,11,16.99,https://www.lidl.es/assets/gcp0ae1ecf971bd4a7d9c47d845141eb422.png,https://www.lidl.es/p/parkside-atornilladora-taladradora-recargable-20-v/p100391199
277,CIEN Beauty Afeitadora rotativa,CIEN Beauty,12.99,13,14.99,https://www.lidl.es/assets/gcp51d2845b266744baa92fbf1c3981230d.png,https://www.lidl.es/p/cien-beauty-afeitadora-rotativa/p100391686
278,Vileda® Mopa Spray and Clean,Vileda,19.99,44,35.99,https://www.lidl.es/assets/gcp2f4ee2a0e3d1413c8413adffbc52448d.jpg,https://www.lidl.es/p/vileda-mopa-spray-and-clean/p100391816
279,esmara® Bolso para mujer,esmara®,8.49,22,10.99,https://www.lidl.es/assets/gcp7b2a218201104e0b8135f2728b041932.jpg,https://www.lidl.es/p/esmara-bolso-para-mujer/p100392218
280,PARKSIDE® Set de tijeras para chapa / Set para construcción (Juego de tijeras de hojalatero),PARKSIDE®,8.99,10,9.99,https://www.lidl.es/assets/gcpdaf822ebf52d4540a0995dd9ec6c5afd.jpg,https://www.lidl.es/p/parkside-set-de-tijeras-para-chapa-set-para-construccion/p100392302001
281,LIVARNO home Estantería 100x30x80 cm,LIVARNO home,29.99,6,31.99,https://www.lidl.es/assets/gcpce52a32817d24eb7850933c6a1cc631a.png,https://www.lidl.es/p/livarno-home-estanteria-100x30x80-cm/p100392435
282,4rain Depósito de almacenamiento de lluvia,4rain,149.99,27,206.00,https://www.lidl.es/assets/gcp61c52bc1468746dba1c09c88fcfffae6.jpg,https://www.lidl.es/p/4rain-deposito-de-almacenamiento-de-lluvia/p100272773
283,roba Pista de canicas de madera,roba,39.99,55,89.10,https://www.lidl.es/assets/gcpf7b5d91485514d2793c1678dc0eb0965.png,https://www.lidl.es/p/roba-pista-de-canicas-de-madera/p100330020
284,Leonardo Tazas (café con leche macchiato),Leonardo,8.99,40,14.99,https://www.lidl.es/assets/0a417bc58442246288137e729b540717.jpeg,https://www.lidl.es/p/leonardo-tazas/p100336356002
285,Schleich Horse Club - Gran espectáculo ecuestre,Schleich,21.99,50,43.99,https://www.lidl.es/assets/gcpebb1d5c5bfac428bafd1114855b24772.jpg,https://www.lidl.es/p/schleich-horse-club-gran-espectaculo-ecuestre/p100337467
286,Philips Exprimidor 500W,PHILIPS,59.99,20,74.99,https://www.lidl.es/assets/gcpd549ab33680846e68e82d441f445e58c.jpeg,https://www.lidl.es/p/philips-exprimidor-500w/p100340743
287,LIVARNO home Silla giratoria con respaldo ajustable,LIVARNO home,107.99,10,119.99,https://www.lidl.es/assets/gcp521268aae98d450db86eef214eb8d933.jpg,https://www.lidl.es/p/livarno-home-silla-giratoria-con-respaldo-ajustable/p100342925
288,CRIVIT Escalera de trampolín 2 en 1,CRIVIT,16.99,5,17.99,https://www.lidl.es/assets/gcp933e2a5de3be44f8bec791c8c1f6a13f.jpg,https://www.lidl.es/p/crivit-escalera-de-trampolin-2-en-1/p100344061
289,Revell ® Dron infantil,Revell,29.99,16,35.99,https://www.lidl.es/assets/gcp8acd7b70a01346ea9491a227e84a6e9b.jpg,https://www.lidl.es/p/revell-dron-infantil/p100344210
290,Digipower Mesa plegable para portátil,Digipower,9.99,50,19.99,https://www.lidl.es/assets/gcpcc1c699084df49b094ada5c351d9a1cf.jpg,https://www.lidl.es/p/digipower-mesa-plegable-para-portatil/p100348884
291,Bodum® Vaso de viaje 350 ml (azul),BODUM,5.99,25,7.99,https://www.lidl.es/assets/gcp6bfbf08533a74d6e8b29439b3cc79015.jpg,https://www.lidl.es/p/bodum-vaso-de-viaje-350-ml/p100349954001
292,Ledlenser Linterna frontal infantil,Ledlenser,11.99,39,19.96,https://www.lidl.es/assets/gcp625d486f36394dddb4405a1612457aa8.jpeg,https://www.lidl.es/p/ledlenser-linterna-frontal-infantil/p100353687
293,Play Doh Play-Doh™ La peluquería,Play Doh,15.99,30,22.99,https://www.lidl.es/assets/gcp43f37f5afb1446158c1ca044cd82894a.jpeg,https://www.lidl.es/p/play-doh-play-doh-la-peluqueria/p100354895
294,LEGO® DUPLO® Lego Juego de construcción infantil,LEGO® DUPLO®,8.99,10,9.99,https://www.lidl.es/assets/gcp381dc381a6a74b46956d6b2b3dc75889.jpeg,https://www.lidl.es/p/lego-duplo-lego-juego-de-construccion-infantil/p100355629
295,ERNESTO® Set de recipientes herméticos,ERNESTO®,5.99,25,7.99,https://www.lidl.es/assets/gcpdebe428e5ce041bfbab9a7c4192af6d8.jpeg,https://www.lidl.es/p/ernesto-set-de-recipientes-hermeticos/p100357263
296,Playtive Trapecio de escalada,Playtive,83.99,30,119.99,https://www.lidl.es/assets/gcp5e59f5989cbe4f02a9dcf8f8829fb919.jpg,https://www.lidl.es/p/playtive-trapecio-de-escalada/p100359498
297,PARKSIDE® Sierra de cinta inalámbrica 20 V,PARKSIDE®,27.99,30,39.99,https://www.lidl.es/assets/gcpf3d747ecf5f8468f80e5f55873ddf26c.jpg,https://www.lidl.es/p/parkside-sierra-de-cinta-inalambrica-20-v/p100359657
298,"MISTRAL® Tabla hinchable de paddle surf Race de doble cámara 381 x 73 x 15 cm,",Mistral,265.99,30,379.99,https://www.lidl.es/assets/gcp31b11147cad547768d763cf1b8235d98.jpg,https://www.lidl.es/p/mistral-tabla-hinchable-de-paddle-surf-race-de-doble-camara-381-x-73-x-15-cm/p100362404
299,Bissell Limpiador en seco,Bissell,99.99,9,109.99,https://www.lidl.es/assets/gcpc1d678a9683d4f17986f885c4776bc09.jpeg,https://www.lidl.es/p/bissell-limpiador-en-seco/p100362996
300,F2 Tabla de paddle surf de travesía de doble cámara 351 x 78 x 15 cm,F2,244.99,30,349.99,https://www.lidl.es/assets/gcp67e6cbb081a3473c94f41f0c2f98b138.jpg,https://www.lidl.es/p/f2-tabla-de-paddle-surf-de-travesia-de-doble-camara-351-x-78-x-15-cm/p100363126
301,CRIVIT Sistema de filtrado para piscina,CRIVIT,125.99,30,179.99,https://www.lidl.es/assets/gcp95b8abdc9aa94fe5b919316e085bd4a9.jpeg,https://www.lidl.es/p/crivit-sistema-de-filtrado-para-piscina/p100363490
302,COOX® Molde de silicona para magdalenas con 12 pocillos plegables,Coox,9.99,44,17.90,https://www.lidl.es/assets/gcp1a53dc6611c74f769671f1e49fdfbed8.jpeg,https://www.lidl.es/p/coox-molde-de-silicona-para-magdalenas-con-12-pocillos-plegables/p100366526
303,Jamie Oliver by Tefal Tefal® Jamie Oliver Sartén de Aluminio 20 cm,Jamie Oliver by Tefal,24.99,28,34.99,https://www.lidl.es/assets/gcpa786fc4d934940beaf1284e61298d311.jpg,https://www.lidl.es/p/jamie-oliver-by-tefal-tefal-jamie-oliver-sarten-de-aluminio-20-cm/p100367034
304,Jamie Oliver by Tefal Tefal® Jamie Oliver Sartén de Aluminio 28 cm,Jamie Oliver by Tefal,34.99,22,44.99,https://www.lidl.es/assets/gcp484d5647bbc24eba8c6f4c99767d8ca1.jpg,https://www.lidl.es/p/jamie-oliver-by-tefal-tefal-jamie-oliver-sarten-de-aluminio-28-cm/p100367051
305,Bolas de Navidad DISNEY 8 piezas,DISNEY,7.99,40,13.49,https://www.lidl.es/assets/gcp52e0af3691be4b9e99dc241f71221911.jpeg,https://www.lidl.es/p/bolas-de-navidad-disney-8-piezas/p100368585
306,Wenko ® Organizador de fregadero cuadrado,Wenko,8.99,55,19.99,https://www.lidl.es/assets/gcpc6c886c3a11944b28c2601a1ab868b7a.jpg,https://www.lidl.es/p/wenko-organizador-de-fregadero-cuadrado/p100368710
307,PARKSIDE® Protector de gomaespuma para caja de herramientas,PARKSIDE®,13.99,17,16.99,https://www.lidl.es/assets/gcpbf7f064679d74364a935851d6b6f4bb3.jpg,https://www.lidl.es/p/parkside-protector-de-gomaespuma-para-caja-de-herramientas/p100368825
308,PARKSIDE® Bandeja con compartimentos para caja de herramientas,PARKSIDE®,9.99,9,10.99,https://www.lidl.es/assets/gcp39c6e0305ff14738a9d4d576a5f401c4.jpg,https://www.lidl.es/p/parkside-bandeja-con-compartimentos-para-caja-de-herramientas/p100368880
309,Brita ® Filtro de agua,BRITA,12.99,23,16.99,https://www.lidl.es/assets/gcp02ce6b9a497640ec8885a14b05d176cf.jpg,https://www.lidl.es/p/brita-filtro-de-agua/p100369955
310,Wenko® Cestas de almacenaje con asas pack 2,Wenko,9.99,66,29.99,https://www.lidl.es/assets/gcpd62daceaefce4768b7a96bd85fd33e3a.jpg,https://www.lidl.es/p/wenko-cestas-de-almacenaje-con-asas-pack-2/p100370766
311,Playtive Set de juego de jardinería infantil,Playtive,4.99,50,9.99,https://www.lidl.es/assets/gcp7ad7bc0da97949d2bee32296d1843b1f.jpeg,https://www.lidl.es/p/playtive-set-de-juego-de-jardineria-infantil/p100372012
312,Qeridoo Remolque para bicicleta Sportrex 1 Edición Limitada Ocean Blue,Qeridoo,263.99,59,329.99,https://www.lidl.es/assets/gcp60412b2c7c7147fda780396c609bb42f.jpeg,https://www.lidl.es/p/qeridoo-remolque-para-bicicleta-sportrex-1-edicion-limitada-ocean-blue/p100372189
313,Scheurich Regadera y pulverizador (verde),Scheurich,6.99,39,11.49,https://www.lidl.es/assets/gcp674e2e8731a9475a967ba18d6125b4cd.jpeg,https://www.lidl.es/p/scheurich-regadera-y-pulverizador/p100373636002
314,Playtive Juego de aprendizaje de madera (reloj rompecabezas),Playtive,5.49,21,6.99,https://www.lidl.es/assets/gcpc4271b0858884506bdce58404aa6f31d.jpg,https://www.lidl.es/p/playtive-juego-de-aprendizaje-de-madera/p100375883002
315,"Jamie Oliver by Tefal Tefal® Jamie Oliver Cacerola de aluminio 20 cm 3,1 L",Jamie Oliver by Tefal,29.99,46,55.99,https://www.lidl.es/assets/gcp9bd71b5070c944f2affd3aaac1b533d9.jpeg,https://www.lidl.es/p/jamie-oliver-by-tefal-tefal-jamie-oliver-cacerola-de-aluminio-20-cm-3-1-l/p100376173
316,COOX® Molde de silicona con base de vidrio Ø 18 x 7 cm,Coox,11.99,29,16.90,https://www.lidl.es/assets/gcpfa1a35f8344f481b81396888415f945b.jpeg,https://www.lidl.es/p/coox-molde-de-silicona-con-base-de-vidrio-o-18-x-7-cm/p100376186
317,"Jamie Oliver by Tefal Tefal® Jamie Oliver Cacerola de aluminio 24 cm 5,4 L",Jamie Oliver by Tefal,27.99,20,34.99,https://www.lidl.es/assets/gcpf67d093ad0934db2be0d65ca08e2608d.jpeg,https://www.lidl.es/p/jamie-oliver-by-tefal-tefal-jamie-oliver-cacerola-de-aluminio-24-cm-5-4-l/p100376187
318,Playtive Cubos apilable arcoíris (Juego de fichas de madera con caja.),Playtive,6.99,30,9.99,https://www.lidl.es/assets/gcp06f7d785aee948999c85110d3929f560.jpeg,https://www.lidl.es/p/playtive-cubos-apilable-arcoiris/p100376261002
319,LIVARNO home Sartén de aluminio fundido 24 cm,LIVARNO home,9.99,16,11.99,https://www.lidl.es/assets/gcp24a29003fa0d4771bb887e723bad1a1d.jpeg,https://www.lidl.es/p/livarno-home-sarten-de-aluminio-fundido-24-cm/p100376400
320,SILVERCREST® PERSONAL CARE Quitadurezas eléctrico (rosa),SILVERCREST® PERSONAL CARE,5.49,31,7.99,https://www.lidl.es/assets/gcp627daaa6fe09470fad3758d67717f50b.jpeg,https://www.lidl.es/p/silvercrest-personal-care-quitadurezas-electrico/p100376887001
321,Safety 1st Safety 1st Barrera de cama portátil,Safety 1st,27.99,20,34.99,https://www.lidl.es/assets/gcp67f91bdf1ac64d76a07d2bbcb59d90e5.jpeg,https://www.lidl.es/p/safety-1st-safety-1st-barrera-de-cama-portatil/p100377183
322,Bosch Aspiradora sin bolsa,BOSCH,79.99,27,109.99,https://www.lidl.es/assets/gcp4626d640f9c64551ae3ad4f002343ea9.jpeg,https://www.lidl.es/p/bosch-aspiradora-sin-bolsa/p100377743
323,Tefal Juego de sartenes 4 piezas,Tefal,47.99,31,59.99,https://www.lidl.es/assets/gcpc41e0adab63442ab978af751fd8cfaf2.jpeg,https://www.lidl.es/p/tefal-juego-de-sartenes-4-piezas/p100378295
324,"Tefal® Taza de Viaje 0,5 L",Tefal,13.99,22,17.99,https://www.lidl.es/assets/gcp797a5b7767bb49df83d5e3c57600f87e.jpeg,https://www.lidl.es/p/tefal-taza-de-viaje-0-5-l/p100379013
325,Barbie Set de fiesta de pijamas,Barbie,9.99,33,14.99,https://www.lidl.es/assets/gcp6d3db4ea2ab9474c9115bfa6c3f86b11.jpeg,https://www.lidl.es/p/barbie-set-de-fiesta-de-pijamas/p100379374
326,lupilu® Chaqueta ligera infantil,lupilu®,4.49,35,6.99,https://www.lidl.es/assets/gcpcf17b999eff440c88777af75266db8c5.jpeg,https://www.lidl.es/p/lupilu-chaqueta-ligera-infantil/p100379578
327,lupilu® Mono de nieve para bebé,lupilu®,11.99,20,14.99,https://www.lidl.es/assets/gcpe2a085983d0c4af087db5569832f2f28.jpeg,https://www.lidl.es/p/lupilu-mono-de-nieve-para-bebe/p100379656
328,Playtive Clippys Set Robot/ Bomberos/ Carretilla/ Policía,Playtive Clippys,5.49,21,6.99,https://www.lidl.es/assets/gcp08ace4c483a5438f9dce08e7d9a293d7.jpg,https://www.lidl.es/p/playtive-clippys-set-robot-bomberos-carretilla-policia/p100379708
329,LIVARNO home Guirnalda de luces LED 200 ledes,LIVARNO home,5.99,25,7.99,https://www.lidl.es/assets/gcp9b91d1a38e994490b798242922d6e94a.jpg,https://www.lidl.es/p/livarno-home-guirnalda-de-luces-led-200-ledes/p100380054
330,CRIVIT Chaqueta sudadera para hombre,CRIVIT,7.99,33,11.99,https://www.lidl.es/assets/gcp76b8ed3d260445fb8e87f6c724abca74.jpg,https://www.lidl.es/p/crivit-chaqueta-sudadera-para-hombre/p100380736
331,"Playtive Vehículo de emergencia de juguete, con luz y sonido",Playtive,5.99,25,7.99,https://www.lidl.es/assets/gcp6200ff01ffb742e3a35e3bab6c91bccf.jpeg,https://www.lidl.es/p/playtive-vehiculo-de-emergencia-de-juguete-con-luz-y-sonido/p100381085
332,Playtive Pistola con forma de dinosaurio,Playtive,4.49,25,5.99,https://www.lidl.es/assets/gcp783d7090ad274528b3781791e079c409.jpg,https://www.lidl.es/p/playtive-pistola-con-forma-de-dinosaurio/p100381401
